no	scene	subfolder	image_id	object	label	box
196	table_small	table_small_1	54	soda_can	soda_can_3	(311, 175, 60, 92)
197	table_small	table_small_1	55	bowl	bowl_4	(314, 257, 144, 116)
198	table_small	table_small_1	55	cereal_box	cereal_box_1	(426, 54, 185, 221)
199	table_small	table_small_1	55	coffee_mug	coffee_mug_1	(145, 186, 96, 98)
200	table_small	table_small_1	55	soda_can	soda_can_3	(317, 171, 61, 92)
201	table_small	table_small_1	56	bowl	bowl_4	(294, 250, 145, 116)
202	table_small	table_small_1	56	cereal_box	cereal_box_1	(405, 39, 181, 221)
203	table_small	table_small_1	56	coffee_mug	coffee_mug_1	(121, 178, 98, 100)
204	table_small	table_small_1	56	soda_can	soda_can_3	(296, 160, 61, 93)
205	table_small	table_small_1	57	bowl	bowl_4	(281, 263, 142, 116)
206	table_small	table_small_1	57	cereal_box	cereal_box_1	(389, 48, 178, 218)
207	table_small	table_small_1	57	coffee_mug	coffee_mug_1	(107, 188, 98, 101)
208	table_small	table_small_1	57	soda_can	soda_can_3	(281, 168, 61, 92)
209	table_small	table_small_1	58	bowl	bowl_4	(274, 264, 139, 117)
210	table_small	table_small_1	58	cereal_box	cereal_box_1	(380, 44, 176, 217)
211	table_small	table_small_1	58	coffee_mug	coffee_mug_1	(100, 188, 98, 101)
212	table_small	table_small_1	58	soda_can	soda_can_3	(273, 166, 60, 91)
213	table_small	table_small_1	59	bowl	bowl_4	(264, 249, 140, 118)
214	table_small	table_small_1	59	cereal_box	cereal_box_1	(368, 17, 178, 221)
215	table_small	table_small_1	59	coffee_mug	coffee_mug_1	(84, 171, 101, 104)
216	table_small	table_small_1	59	soda_can	soda_can_3	(259, 145, 62, 93)
217	table_small	table_small_1	60	bowl	bowl_4	(276, 257, 139, 119)
218	table_small	table_small_1	60	cereal_box	cereal_box_1	(368, 16, 178, 220)
219	table_small	table_small_1	60	coffee_mug	coffee_mug_1	(88, 179, 100, 106)
220	table_small	table_small_1	60	soda_can	soda_can_3	(261, 148, 62, 94)
221	table_small	table_small_1	61	bowl	bowl_4	(264, 261, 139, 118)
222	table_small	table_small_1	61	cereal_box	cereal_box_1	(352, 13, 172, 217)
223	table_small	table_small_1	61	coffee_mug	coffee_mug_1	(73, 187, 102, 107)
224	table_small	table_small_1	61	soda_can	soda_can_3	(245, 150, 62, 94)
225	table_small	table_small_1	62	bowl	bowl_4	(264, 266, 139, 118)
226	table_small	table_small_1	62	cereal_box	cereal_box_1	(355, 19, 171, 216)
227	table_small	table_small_1	62	coffee_mug	coffee_mug_1	(76, 193, 102, 106)
228	table_small	table_small_1	62	soda_can	soda_can_3	(248, 155, 61, 94)
229	table_small	table_small_1	63	bowl	bowl_4	(251, 249, 138, 117)
230	table_small	table_small_1	63	cereal_box	cereal_box_1	(345, 4, 174, 219)
231	table_small	table_small_1	63	coffee_mug	coffee_mug_1	(62, 172, 103, 106)
232	table_small	table_small_1	63	soda_can	soda_can_3	(237, 138, 62, 94)
233	table_small	table_small_1	64	bowl	bowl_4	(243, 266, 138, 118)
234	table_small	table_small_1	64	cereal_box	cereal_box_1	(336, 23, 172, 217)
235	table_small	table_small_1	64	coffee_mug	coffee_mug_1	(53, 187, 103, 106)
236	table_small	table_small_1	64	soda_can	soda_can_3	(229, 155, 62, 93)
237	table_small	table_small_1	65	bowl	bowl_4	(240, 274, 137, 118)
238	table_small	table_small_1	65	cereal_box	cereal_box_1	(334, 32, 173, 217)
239	table_small	table_small_1	65	coffee_mug	coffee_mug_1	(50, 191, 103, 107)
240	table_small	table_small_1	65	soda_can	soda_can_3	(227, 161, 62, 93)
241	table_small	table_small_1	66	bowl	bowl_4	(248, 272, 138, 118)
242	table_small	table_small_1	66	cereal_box	cereal_box_1	(344, 29, 173, 217)
243	table_small	table_small_1	66	coffee_mug	coffee_mug_1	(61, 189, 102, 107)
244	table_small	table_small_1	66	soda_can	soda_can_3	(237, 159, 61, 93)
245	table_small	table_small_1	67	bowl	bowl_4	(248, 265, 138, 121)
246	table_small	table_small_1	67	cereal_box	cereal_box_1	(342, 20, 180, 222)
247	table_small	table_small_1	67	coffee_mug	coffee_mug_1	(57, 176, 102, 108)
248	table_small	table_small_1	67	soda_can	soda_can_3	(235, 149, 62, 93)
249	table_small	table_small_1	68	bowl	bowl_4	(252, 287, 141, 125)
250	table_small	table_small_1	68	cereal_box	cereal_box_1	(334, 27, 184, 224)
251	table_small	table_small_1	68	coffee_mug	coffee_mug_1	(46, 194, 104, 117)
252	table_small	table_small_1	68	soda_can	soda_can_3	(229, 161, 62, 97)
253	table_small	table_small_1	69	bowl	bowl_4	(243, 299, 144, 129)
254	table_small	table_small_1	69	cereal_box	cereal_box_1	(315, 27, 187, 227)
255	table_small	table_small_1	69	coffee_mug	coffee_mug_1	(21, 205, 109, 125)
256	table_small	table_small_1	69	soda_can	soda_can_3	(211, 167, 64, 99)
257	table_small	table_small_1	70	bowl	bowl_4	(249, 288, 143, 128)
258	table_small	table_small_1	70	cereal_box	cereal_box_1	(317, 13, 188, 228)
259	table_small	table_small_1	70	coffee_mug	coffee_mug_1	(26, 196, 108, 125)
260	table_small	table_small_1	70	soda_can	soda_can_3	(213, 156, 65, 99)
261	table_small	table_small_1	71	bowl	bowl_4	(221, 286, 144, 126)
262	table_small	table_small_1	71	cereal_box	cereal_box_1	(300, 11, 180, 226)
263	table_small	table_small_1	71	coffee_mug	coffee_mug_1	(1, 198, 111, 124)
264	table_small	table_small_1	71	soda_can	soda_can_3	(190, 155, 66, 99)
265	table_small	table_small_1	72	bowl	bowl_4	(248, 287, 138, 125)
266	table_small	table_small_1	72	cereal_box	cereal_box_1	(302, 15, 179, 221)
267	table_small	table_small_1	72	coffee_mug	coffee_mug_1	(20, 205, 107, 125)
268	table_small	table_small_1	72	soda_can	soda_can_3	(202, 159, 64, 99)
269	table_small	table_small_1	73	bowl	bowl_4	(283, 303, 133, 123)
270	table_small	table_small_1	73	cereal_box	cereal_box_1	(315, 31, 179, 213)
271	table_small	table_small_1	73	coffee_mug	coffee_mug_1	(55, 229, 99, 125)
272	table_small	table_small_1	73	soda_can	soda_can_3	(223, 176, 62, 97)
273	table_small	table_small_1	74	bowl	bowl_4	(282, 294, 131, 123)
274	table_small	table_small_1	74	cereal_box	cereal_box_1	(304, 25, 179, 213)
275	table_small	table_small_1	74	coffee_mug	coffee_mug_1	(45, 221, 102, 127)
276	table_small	table_small_1	74	soda_can	soda_can_3	(215, 169, 63, 98)
277	table_small	table_small_1	75	bowl	bowl_4	(303, 308, 131, 123)
278	table_small	table_small_1	75	cereal_box	cereal_box_1	(312, 34, 182, 211)
279	table_small	table_small_1	75	coffee_mug	coffee_mug_1	(65, 237, 99, 129)
280	table_small	table_small_1	75	soda_can	soda_can_3	(226, 180, 64, 98)
281	table_small	table_small_1	76	bowl	bowl_4	(297, 305, 130, 122)
282	table_small	table_small_1	76	cereal_box	cereal_box_1	(299, 30, 182, 211)
283	table_small	table_small_1	76	coffee_mug	coffee_mug_1	(56, 235, 99, 130)
284	table_small	table_small_1	76	soda_can	soda_can_3	(216, 177, 64, 98)
285	table_small	table_small_1	77	bowl	bowl_4	(295, 330, 130, 125)
286	table_small	table_small_1	77	cereal_box	cereal_box_1	(307, 49, 185, 210)
287	table_small	table_small_1	77	coffee_mug	coffee_mug_1	(57, 253, 100, 132)
288	table_small	table_small_1	77	soda_can	soda_can_3	(223, 195, 62, 97)
289	table_small	table_small_1	78	bowl	bowl_4	(273, 320, 128, 123)
290	table_small	table_small_1	78	cereal_box	cereal_box_1	(298, 37, 180, 210)
291	table_small	table_small_1	78	coffee_mug	coffee_mug_1	(42, 245, 99, 128)
292	table_small	table_small_1	78	soda_can	soda_can_3	(209, 185, 62, 95)
293	table_small	table_small_1	79	bowl	bowl_4	(260, 325, 129, 123)
294	table_small	table_small_1	79	cereal_box	cereal_box_1	(291, 39, 175, 208)
295	table_small	table_small_1	79	coffee_mug	coffee_mug_1	(30, 255, 101, 127)
296	table_small	table_small_1	79	soda_can	soda_can_3	(197, 191, 63, 94)
297	table_small	table_small_1	80	bowl	bowl_4	(267, 335, 128, 125)
298	table_small	table_small_1	80	cereal_box	cereal_box_1	(305, 43, 182, 211)
299	table_small	table_small_1	80	coffee_mug	coffee_mug_1	(43, 253, 99, 127)
300	table_small	table_small_1	80	soda_can	soda_can_3	(211, 193, 63, 93)
301	table_small	table_small_1	81	bowl	bowl_4	(273, 363, 129, 117)
302	table_small	table_small_1	81	cereal_box	cereal_box_1	(311, 68, 181, 206)
303	table_small	table_small_1	81	coffee_mug	coffee_mug_1	(51, 282, 99, 128)
304	table_small	table_small_1	81	soda_can	soda_can_3	(218, 218, 62, 91)
305	table_small	table_small_1	82	bowl	bowl_4	(258, 348, 128, 125)
306	table_small	table_small_1	82	cereal_box	cereal_box_1	(298, 49, 180, 206)
307	table_small	table_small_1	82	coffee_mug	coffee_mug_1	(37, 269, 100, 127)
308	table_small	table_small_1	82	soda_can	soda_can_3	(203, 202, 62, 91)
309	table_small	table_small_1	83	bowl	bowl_4	(255, 335, 129, 126)
310	table_small	table_small_1	83	cereal_box	cereal_box_1	(299, 30, 190, 213)
311	table_small	table_small_1	83	coffee_mug	coffee_mug_1	(31, 248, 102, 129)
312	table_small	table_small_1	83	soda_can	soda_can_3	(202, 184, 64, 92)
313	table_small	table_small_1	84	bowl	bowl_4	(254, 340, 130, 127)
314	table_small	table_small_1	84	cereal_box	cereal_box_1	(301, 33, 191, 215)
315	table_small	table_small_1	84	coffee_mug	coffee_mug_1	(29, 250, 103, 131)
316	table_small	table_small_1	84	soda_can	soda_can_3	(203, 187, 64, 93)
317	table_small	table_small_1	85	bowl	bowl_4	(247, 327, 132, 127)
318	table_small	table_small_1	85	cereal_box	cereal_box_1	(313, 27, 198, 221)
319	table_small	table_small_1	85	coffee_mug	coffee_mug_1	(30, 222, 105, 128)
320	table_small	table_small_1	85	soda_can	soda_can_3	(211, 173, 64, 93)
321	table_small	table_small_1	86	bowl	bowl_4	(253, 330, 132, 124)
322	table_small	table_small_1	86	cereal_box	cereal_box_1	(332, 50, 190, 218)
323	table_small	table_small_1	86	coffee_mug	coffee_mug_1	(53, 226, 101, 119)
324	table_small	table_small_1	86	soda_can	soda_can_3	(227, 186, 64, 91)
325	table_small	table_small_1	87	bowl	bowl_4	(226, 315, 130, 120)
326	table_small	table_small_1	87	cereal_box	cereal_box_1	(319, 55, 182, 214)
327	table_small	table_small_1	87	coffee_mug	coffee_mug_1	(38, 210, 101, 113)
328	table_small	table_small_1	87	soda_can	soda_can_3	(214, 181, 62, 89)
329	table_small	table_small_1	88	bowl	bowl_4	(230, 289, 127, 118)
330	table_small	table_small_1	88	cereal_box	cereal_box_1	(335, 46, 182, 217)
331	table_small	table_small_1	88	coffee_mug	coffee_mug_1	(57, 183, 98, 105)
332	table_small	table_small_1	88	soda_can	soda_can_3	(230, 164, 60, 88)
333	table_small	table_small_1	89	bowl	bowl_4	(209, 275, 127, 116)
334	table_small	table_small_1	89	cereal_box	cereal_box_1	(327, 51, 180, 215)
335	table_small	table_small_1	89	coffee_mug	coffee_mug_1	(52, 169, 96, 100)
336	table_small	table_small_1	89	soda_can	soda_can_3	(224, 159, 58, 86)
337	table_small	table_small_1	90	bowl	bowl_4	(238, 280, 122, 111)
338	table_small	table_small_1	90	cereal_box	cereal_box_1	(358, 75, 176, 209)
339	table_small	table_small_1	90	coffee_mug	coffee_mug_1	(98, 180, 89, 94)
340	table_small	table_small_1	90	soda_can	soda_can_3	(259, 175, 55, 82)
341	table_small	table_small_1	91	bowl	bowl_4	(248, 267, 118, 105)
342	table_small	table_small_1	91	cereal_box	cereal_box_1	(384, 77, 174, 209)
343	table_small	table_small_1	91	coffee_mug	coffee_mug_1	(130, 173, 84, 86)
344	table_small	table_small_1	91	soda_can	soda_can_3	(285, 171, 51, 80)
345	table_small	table_small_1	92	bowl	bowl_4	(218, 251, 115, 101)
346	table_small	table_small_1	92	cereal_box	cereal_box_1	(367, 72, 168, 208)
347	table_small	table_small_1	92	coffee_mug	coffee_mug_1	(113, 161, 84, 84)
348	table_small	table_small_1	92	soda_can	soda_can_3	(268, 163, 49, 79)
